Review Title,Review Date,Review Content,User Rating
" Hooked by Episode 3: Curiosity Piqued
",2024-06-17,"With its rich storytelling, complex characters, and stunning visuals, The Acolyte provides a thrilling and thought-provoking addition to the Star Wars saga. Fans will appreciate the deep dive into lore and the exploration of the moral ambiguities within the Force. This series has me questioning the Jedi Order's recruiting practices, something I never thought to question-another reason it makes for good storytelling.The Acolyte uses amazing filming techniques to create a world that truly immerses you in the Star Wars universe. The acting is fantastic, particularly Amandla Stenberg as Verosha Osha and Lee Jung-jae as Sol. Their performances bring depth and emotion to the story, making you care deeply about their character's relationship as master and student. This level of engagement makes The Acolyte a captivating show to watch.",10.0
" So far I'm digging it but it's too soon to tell.
",2024-06-19,"As a reader of the High Republic books and comics it's pretty cool to see the era represented on screen. It's also nice to have an era untethered from catering to legacy characters and fan service.My biggest issue and the issue I have with all shows on Disney+ is the episode length. The service frequently advertises 6 episode or 8 episode series's, only for the show to have wildly inconsistent run times. Just finished episode 4 of the Acolyte and it was around 20 minutes.If HBO and Amazon Prime can manage multiple prestige shows with 8-10 minute episodes, why can't Disney?!If there's not enough show just make it a movie.",8.0
" Nothing great but better than other Star Wars shows
",2024-06-12,"I'll preface that I think it should be rated in the 6/7 range but gave it an 8 to offset the other reviews
Not a compelling story but it works. The twin dynamic is a good scenario for exploring how the light/dark side of the force isn't set in stone. How one can go either way based on the circumstances. Besides the main character, none of the characters are memorable yet I'm only 2 episodes in. The action sequences are better than other Star Wars shows. The main problem with the latest Star Wars shows (besides Andor) is they refuse to create stand alone stories. Instead they make stories that only matter in how they link back to the original movies. So far it seems like this show is attempting to create an original story, though I wouldn't hold my breath and I imagine it will end with this story resulting in nothing more than setting up the phantom menaceSo far I think it's worth watching.",8.0
" Expectations exceeded!
",2024-06-07,"I was quite disappointed when I watched Kenobi (felt cheap), Boba Fett (soft, cheap and somehow pointless) and Ashoka (did not touch me as I thought it would). I take out Andor, because it very much separates itself from all of the series. I'm quite a big Star Wars Fan since my childhood. Perhaps I just had too high expectations. By the Acolyte I was very much positiv suprised. It fells earned and for the first time, we see a Star Wars outside the Skywalker Saga. I found the character development, acting, effects and locations great. The storybuilding makes me excited for more. Im pretty sure we will have many flashbacks in the other episodes to come. The only hope I have after watching the episodes 1+2 is that we don't see another reediming story - Bad turns good and so on. It is really ok, when a charakter dies. I just had too much of surviving from the death like in Ashoka.The Star Wars Universe has its own reality for sience. The Acolyte did not earned to be judged or spoken down because of the fire in space. Really guys?!?! If you really get annoyed by the fire extinguisher scene I think you should stop watch Star Wars anyways. It is fiction guys! Just imagine the opening battle of Episode III RotS without sound, fire expolsions and so on. Take it for what it is - A fary tale in a galaxy far far away!",8.0
" Don't listen to the fanboys..
",2024-06-22,A solid start to what has the potential to be a great series. Giving a bit more background to the Jedi order. Only the first three episodes have been released. Amandla Stenberg deleivers a strong performance and the action sequences a well done and engaging. I am hooked and I can't wait to see the season develop. Not rushing to judge something that hasn't been fully realized yet.Too many fanboys on here that can't wait to drop the scores of POC or female led series and films and boost up the scores of mediocre projects with their favorite white saviors as the lead roles and characters. Watch the projects for yourselves and then decide. Don't follow all these biased half hatched opinions. Happy viewing!,8.0
" Disney Takes Risks
",2024-06-08,"Absolutely true that you must sift through reviews to truly learn about the artistic & entertainment merit of a film/tv-series.Cynicism aside, Disney is taking risks, and that is a bold and wonderful thing in modern times. If something ruffles our delicate feathers then consider that it was true art that did it's full job. And that is to break us out of molds and the same-old.Allow art to mix up this bag of opinions and smile through it all.Let people hate it, let people love it! Lighten up. Enjoy life. Enjoy some popcorn, and for goodness sakes...Relax.That is what art does.May the Force be With You.",9.0
" The ACOLYTE A Breath of fresh to Star Wars
",2024-06-13,"If you were expecting an in-depth look at what the Star Wars landscape looks like a 100 years before the Rise of the Empire you may have felt slightly disappointed after the first 2 episodes. After watching episode 3 to those fans, keep the faith, this series is turning into something special. A more slow paced storytelling fans are used to compared to what have come before but you get a sense every scene and piece of dialogue is important to the overall arc of the story. I feel once this series is over fans will be hitting the rewatch button to pick up all those story nuggets they missed on the first watch. Next week just can't come quick enough for episode 4.",10.0
" An excellent show
",2024-06-16,"This is an excellent show and really fits the mythos and all the High Republic releases that have been made recently (Audios, books, and comics). Don't miss it.Lots of great special effects and iconic characters too.I loved the writing, the production, the story and the characters. This is the way to do Star Wars. Just like the other shows which Disney has released, like Bad Batch, Mandalorian, Obi Wan Kenobi, etc.I came to it knowing what to expect perhaps because I have been listening to and reading the other productions like the audio releases. And this is such a great show, Disney needs to be commended for putting it out.",10.0
" I'm not sure what they don't like ...
",2024-06-22,"The authority with which so many armchair reviewers have attacked the is series, and either such vitriol, is troubling. The claims that there are failings in the acting (based on what exactly? Compared to the original trilogy? Lol), or writing, or the fact that they chose to be inclusive with casting choices ... These review are inconsistent with the show. The acting is solid. The children are, well, children. The characters are not human (wrong galaxy) and is consistent within itself. The story is intriguing, and helps develop the overall universe. Honestly, without toxicity, it's quite good!",9.0
" Awesome refreshed SW series!
",2024-06-12,"Production values is indeed very good. This series works as a standalone and do not require other perquisite connections to enjoy. It's refreshing to see the first live action attempt in the Disney era that is removed from the Skywalker Era and one that doesn't need a ""I remember him"" moment to carry the story.I find the first two episodes offer enough excitement and intrigue for you to want more. Fight actions are awesome and a new take using angles & martial arts combination. It's an excellent start and something different from the normal Star Wars saga.Actors are great. Don't let those SW die hard fans spoil the fun for you. Anyone who wishes to unwind and seeing some great graphic & action, this is it.",10.0
" Don't believe the bad reviews... give this a chance
",2024-06-09,"Okay... I was looking at the current IMDB rating of 4.x and asked a couple of friends what they thought. One said give it a chance and the other gave it a B- / C+. My favorite series of all time was Andor and this isn't Andor. However, I would say that I enjoyed the first two episodes and would like to see where this goes.Mae and Osha are compelling characters. There were surprises in both episodes. The battle scenes are compelling. This is a good example of Jedi power versus the dark side. I don't really understand the bad reviews. This is definitely not a 4.5 show. Come on people. You are being too hard on this one.",9.0
" Its a new unique take on the Star Wars verse
",2024-06-14,"I find this series so far intriguing. It takes place long before Skywalker and the empire. It's fun to take a trip away from the original cannon and try new exploration of the Star Wars world . And it also shows the Jedi council is flawed, because I'm mean it is people. I mean there is a reason Ashoka left. I Find the characters intriguing and would like to see and learn more about them. I also like the concept of twins, because I have one and how different twins can be from one another even though they're similar and how their stories can have very different outcomes. I also enjoy the new Jedi characters that have been introduced. Like Sol. Jecki Lon and Yord Fandar. I can definitely feel they'll be some great funny moments from Jecki and Yord because they're opposites which is fun in a team, and makes for some fun antics. Looking forward to seeing where this series goes.",10.0
" Don't believe the poor reviews
",2024-06-17,I can't believe how badly people are scoring this show. It has the same Star Wars heart then any other stars movie. I am loving the shows they are bringing out and there are a handful of people who are reckoning it for everyone else.It's a great insight to how life was before the Star Wars saga.The lead character is relatable. The scenes are great! The story can definitely grow if Disney decides to continue with it.I am loving all the new characters! There can be alot more depth if they decide to spend more time on the individual characters. It would be good to see some of these TV series start crossing over.,10.0
" Phenomenal, watch it NOW
",2024-06-24,"Big Star Wars fan here. If you want to see hoards of bitter 50-60 year old men complain about a show they haven't watched because the main character isn't white, read IMDB reviews.If you want to see a well-written Star Wars series that is so far interesting from start to finish, beautiful fight scenes, high production values, and well-paced with interesting characters then watch this now. Another major point is that it is treated seriously to reflect the nature of the show, and is definitely not ""PG-13"" which is a good thing. I'm very picky and in terms of enjoyment so far this is quite possibly one of the better Star Wars works I've seen.",9.0
" Worth the watch
",2024-06-06,"Jeeze folks can be so judgmental... to the haters that say the ""old"" people are too nostalgic... you'll get there one day, but as an ""old"" people I am enjoying this show. I like the ever expanding universe they're trying to build. Showing us new stories and characters taking place in different eras of this broad story. Yes, it probably isn't the best property, but give it a chance to spread its wings before you try to pluck them off. The story is engaging enough for me to want to see where they take it... there are a lot of characters that have been introduced and it will take some time to fully develop them. It very well could end up a dumpster fire, but I'm willing to see it through.",8.0
" Fun and different
",2024-06-18,"It's clearly at least in the middle of the range compared to other shows, especially recently. You can see that reflected by the curve of the other reviews once you ignore the overly sensitive fans. It was a bit clunky to start. But, the 3rd episode really gets moving. And, Lee's character is very good. It's not a perfect space opera. But, it's pretty good TV. I saw someone complain that all the men were emasculated. If you need to blame politics every time that happens, this isnt the show for you. But, if you aren't desperately offended by people who are different from you existing in lead roles, you should give it a watch. Ignore all the one star reviews.",8.0
" A great show!
",2024-06-18,"Fist off. Do not believe what other sour people say about this show.The writing and story are very interesting. Characters are compelling and complex. The story is new and exciting for the Star Wars universe. I love the idea of discovering new stories and characters in that universe.The production is really top notch, costume sets and cinematography are amazing.The actors do a stellar job, there's nothing wrong with their performance.I watch every episode and look forward to the next.People are so bitter that can't enjoy something just because it doesnt match their ""idea"" of what it should be.",10.0
" It's good
",2024-06-13,"I don't see what the problem is very enjoyable. Episode 3 was a bit confusing but all the events will be explained in future episodes from the witches perspective and the Jedi too. The witches view the force differently to the Jedi which is ok, Mae of course wants to kill her because of what she has done and they are kids. The reason why Jedi are being trained at 8 years old and not 4 is maybe because it's 100 years before episode 1 and that shes a force sensitive witch and maybe because of the events of this show the Jedi becomes more strict at training force sensitives at such a high age. I think this show is amazing so far.",10.0
" First episode was great!
",2024-06-19,"Loved seeing Carrie in the opening, bummed she was written off. Ending was interesting. Hope they get more into the history of the Jedi and Sith and follow the history laid out in the books.They could pickup the pace a little more, and go more into the history. Already showing some promise in this area which I hope they'll continue in future episodes.There's enough here to, as slow as they were in the first episode, keep me interested in what comes next.BTW, the opening was awesome: Trinity as a Jedi! Her moves were so Matrix, which was exciting to see here in Star Wars, she would have been an awesome Jedi!",9.0
" Writing this after episode 3
",2024-06-12,"I've seen lots of hate centered around this show, which is sad because while this show is not perfect it is a unique, beautifully shot and interesting story that is still in its opening act. I think a blinding hatred has seized this community of fans and it is sad to see it prevent them from enjoying what I have found to be a very enjoyable show thus far. I see lots of people citing poor writing however this show is intentionally withholding information and offering specific perspectives to cultivate a later payoff (like do you really think Mae started that fire by herself and then decided to kill all the Jedi who did nothing wrong??? Obviously something is suspicious). The best shows are the patient ones that build up to their climax not ones that offer only formulaic storylines (marvel). There is still so much mystery to be unraveled and I hope people can look beyond hateful rhetoric and give this show a chance.Star Wars is for everyone but not all of Star Wars is for you. This is an enourmous IP and there is plenty of room for new and exciting things to be developed and added to this. If you love Star Wars you should want to see it grow and show patience and media literacy when it tries new things. If you as a fan want blandness and safe recycled familiar things then this is not the franchise for you (and that is ok!). Star Wars is a colorful and diverse galaxy and it is at its best when it feels that way. This show feels that way.While it is too early to tell if this show has the legs and the vision it needs to tell a cohesive and intricate story it is also too early to call this show bad. You don't have to like it but be open minded and give new things a chance, maybe you'll enjoy it.Thus far this is a good start in my eyes and I hope we are in for as many twists and turns as I think. I am excited for us as fans get to experience something new and exciting in our favorite universe.8/10 good start let's see what happens
PS. I will come back to this at the end of the show.",8.0
" what
",2024-06-16,This episode adds a lot to the lore of Star Wars. Unfortunately it's not in a good way since the jedi seem like terrible people and show no caring. This cult also seems very strange and this episode is filled with pretty much all bad people. That wouldn't be an issue if the jedi weren't shown as huge good guys in this show and also the ending is one of the most laughable things i have seen in star wars. The episode also isn't really that interesting with the set pieces like the ascension ceremony not being that good. The only ok thing was the generic sibling banter in this episode that makes it disappointing at the end.,
" Did nobody watch this first before releasing?
",2024-06-26,"This show suffers from poor writing choices, poor direction and poor execution. The poor writing choices have lead to many scenes where the only instinct is to open your mouth widely in disbelief that you just witnessed something so terrible and then slap your won forehead in frustration. The show was teased to be a mystery thriller with cool new actors/actresses we were waiting to see. Instead were left with a child having a temper tantrum, deaths of the most interesting characters and a backstory for a group of witches that their existence in the show was never needed. They could have chosen any set of twins in the galaxy whose family was in overtly affected by the Jedi. And with that grudge against the Jedi, they seek revenge but now we are stuck with an antagonist that that had one bad day and because they were told they were special they (against the laws of science) destroyed their whole community and blamed it on the Jedi for no other reason than they were there. It is a terrible waste of the acting talents of the main Jedi Sol, and that all the rest of the interesting character were unceremoniously killed off to advance this farce of a plot. I personally think the problem is that Disney gets so worked up about keeping the plot details of their shows secretive before release, that they don't preview them or get feedback, and so we are left to the whims of a show runner, a director or writers who can do whatever they want no matter if they are good at their jobs or not.",3.0
" So bad...it's bad...really bad
",2024-06-26,"The final nail in the Star Wars franchise. Try to imagine what Star Wars would of looked like if it wasn't made by visionary director George Lucas and didn't star acting legends like Harrison Ford, Mark Hammil and Carrie Fisher BUT was actually written, directed and starring all of the local LGBTQ+ amateur dramatics group. This is sooooo bad it's actually BAD, it makes ATTACK OF THE CLONES look like the Godfather!! Clunky dialogue, piss poor acting, predictable storyline, it doesn't fit into the traditional timeline and worst of all it's really boring. Hopefully this is the end of Kathleen Kennedy's stewardship of all things Star Wars, if you thought the last series of the Mandalorian was bad, think again. Can someone please use a Jedi mind trick to make me forget about this rubbish.",1.0
" This actually is awful
",2024-06-26,"I love Andor, enjoyed the Mandolorian. Book of Boba Fett was not great, but not awful. I love Science Fiction but not the strongest of Star Wars fans, so kind of ignore most of the noise the fanbase makes. Heard over and over this show was awful, that Star Wars fans were outraged, but kind of ignored it as I thought this was just noise after all.Then I watched the 1st episode. Acting, directing, and writing truly are bad. Watching a scene makes me think this is some fan created series done by amateurs. Almost as if this was all some big scam by production to get $XX from Disney and spend it on luxury cars and drugs, but certainly not on production quality.How did this show get released? Was there nobody at Disney that saw the quality was amateurish and horrendous? A few years back there was a New Zealand web series called AFK that was actually infinitely better production, writing, directing, etc. And this was a series financed I think that started as a Kickstarter or similar. I would recommend giving AFK a view, it was a fun series, but this Acolyte is just an embarrassment.",3.0
" Put it out of it's misery
",2024-06-26,"Weak Character Development:
The characters in The Acolyte lack depth and complexity. The protagonists and antagonists alike feel one-dimensional, with motivations that are either clichéd or poorly explained. This makes it difficult for viewers to connect with or care about their journeys.Pacing Issues:
The series suffers from uneven pacing. Certain episodes drag on with unnecessary exposition and filler scenes, while crucial plot points are rushed or glossed over. This imbalance disrupts the narrative flow and diminishes the overall impact of the story. Inconsistent Tone: The Acolyte struggles to maintain a consistent tone. It oscillates between dark, mature themes and lighter, almost juvenile moments, leading to a disjointed viewing experience. This inconsistency makes it hard for the series to find its footing and establish a clear identity.Lackluster Visual Effects: While Star Wars is known for its groundbreaking visual effects, The Acolyte disappoints in this department. Many scenes feature subpar CGI and uninspired set designs, which fail to capture the grandeur and immersive quality expected from the franchise. Predictable Plot Twists: The plot twists in The Acolyte are predictable and often feel recycled from previous Star Wars stories. This lack of originality diminishes the suspense and excitement, making the narrative feel stale and uninspired.Underutilized Setting:
The High Republic era presents a unique opportunity to explore a different time period in the Star Wars universe. Unfortunately, The Acolyte fails to capitalize on this potential. The show's portrayal of the era is shallow and lacks the rich world-building that fans have come to expect. Dialogue Issues: The dialogue in The Acolyte is often stilted and unnatural. Characters frequently speak in clichés or deliver lines that feel forced and out of character, which detracts from the authenticity of their interactions and the overall narrative.Underwhelming Villains:
Villains in The Acolyte are underwhelming and fail to leave a lasting impression. Their motivations are either poorly developed or lack the menace needed to pose a credible threat, resulting in a diminished sense of tension and conflict.Missed Opportunities for Fan Service:
While fan service should be used sparingly, The Acolyte misses opportunities to connect with long-time Star Wars fans. Iconic elements from the franchise are either absent or poorly integrated, leaving fans feeling disconnected from the broader Star Wars universe.Unresolved Plot Threads:
By the end of the series, several plot threads remain unresolved, leading to a sense of frustration. While leaving some mysteries for future exploration can be effective, The Acolyte leaves too many questions unanswered, which feels more like neglect than intentional storytelling.",1.0
" Ouch.
",2024-06-26,"This show keeps spiralling down into unfathomable mess with every passing episode. The writing is abysmal. Characters jump from one conclusion to the next with a classic ""tell don't show"" strategy. The fighting choreography is below average despite what the trailers would have you believe. Inconsistencies and plot holes plague the story and the actors look bored and uninterested with only few exceptions.From a massive budget of almost 200 million dollars, you'd expect the CGI, set designs, makeup and effects to be the strongest points of the show. They absolutely aren't. If Disney keeps pushing agenda over storytelling and keep churning out shows like this, they will sink the franchise. Hopefully they will learn better by the end of this show.",1.0
" Wow, is this for real ?
",2024-06-26,"I regularly get a little angry when I see that lately it is ""in"" to tear down Star Wars and spout the most nonsensical criticism about it. And then came The Acolyte... Ok, the story is supposedly set before the Skywalker period and well before the whole Star Wars storyline we know. I can easily relate to that. But to therefore write a scenario that appears to be there just to appeal to unimaginative children (and this is actually an insult to unimaginative children) is just a bridge too far. Not only is the storyline incredibly cliché and corny, but the direction absolutely sucks, the casting is completely lifeless and the acting looks like nothing. The Acolyte will certainly do the entire Star Wars universe no good. Stop the financial exploitation of what was once the greatest saga in movie history.",4.0
" My dog could write a better Starwars series than this
",2024-06-26,"It is so bad I want to give it a 0, but I can't do that so i'll give it a 1. By the wise words of tyra banks, words I have never had nor needed to use while watching a starwars series. I have never and I mean never in all my existence or watching starwars have been so appalled by a starwars series if you can even call it that. I am young and haven't seen the christmas starwars special but after watching this, the special is starting to pique my interest because this garbage is and will NEVER be starwars no matter what way you look at it. I wanted to have an open mind about this series I really did but after watching the newest episode this has actually for the first and hopefully only time ever made me stop watching a starwars series without finishing it. The writing is predictable and cheesy and the characters are so out of touch with what starwars is and supposed to feel like I must have accidentally changed my show to a thriller slasher movie and I don't mean the good kind. Again I am not just throwing shade on a series because I watched the 1st episode and it wasn't my cup of tea, I am throwing shade because it genuinely makes me angry watching this show and seeing unnecessary, disgusting, and honestly dishonorable writing that started out as a franchise that I would never turn my back on in years to a low budget production that only took a few measly minutes to make me so disappointed that it made me have to stand up from my seat and turn off the tv.",1.0
" Incredibly disappointing - Ep6
",2024-06-26,"I don't know how much worse it can get, episode after episode is a chaotic mash of bad acting and horrible fights. Probably picked the worst person ever to portray a sith, oh wait.... there isn't supposed to be any sith...To add on to that, this ""sith"" destroyed many Jedi knights and padawans, while May just ran away... meanwhile there was opportunity after opportunity to strike down or at least debilitate this ""sith"" which were never taken. Then you have a Jedi ""master"" somehow not sense the fact ""Osha"" is actually May, and then your ""sith"" decides to groom the other sister since he got bamboozled by a bunch of moths... please... please just cancel the show after season 1.",1.0
" Worst I have ever seen!!!
",2024-06-26,"I watched the first episode and it was looking good but then the experienced Jedi ""master"" can't even protect herself while stopping a blade from harming a bystander. Even the newest Jedi can do that. Probably even Jar Jar could! How lame!The characters are so one dimensional and boring and the plot so predictable, I could probably already tell you what is going to happen.How about explaining how so many Jedi can fall to such simple diversions and easy misdirections. Why do all of the Jedi seem to be so gullible and simple minded
It is so hard to watch a show get ruined so easily and fail to understand how Jedi should be portrayed.",
" Wow...in the worst way
",2024-06-26,"So..
I never do reviews but wow...
It's hard to imagine things could get any worse..THAN unfortunately they gave this Leslye Headland the keys to star wars universe and she ( and obviously all the other writers producers and anyone else involved in this project but Leslye is just extra Awful, that interview she did about the show was next level was low) has completely ruined it in ways that I didn't think was possible.How bad does it have to get?How negative do the reviews need to be be to stop this?It should tell you everything you need to know when the people in charge say it's the fans who are wrong.It's sad to see things hit such a low bar, but mission accomplished.",1.0
" Canon stomping nonsense
",2024-06-26,"Poor writing. Poor research of lore that makes any somewhat invested person who likes the Star Wars universe cringe & verbally cry out what? Why? This latest SW offering is rather atrocious.While the lead actress is fine, I don't really care about Osha & Mae. It's too confusing. To the point where I'm relieved more in the scenes they really aren't in as some of the supporting characters are much more interesting.I like Master Sol, Jecki, the witches. I like the look, acting, fighting of the ""Sith"", although they totally destroy canon here and the writing for this seen-from-miles ""revelation"" is frankly poor and ridiculous so far.I think the ideas are (were) good. I think the casting & acting are for the most part good. Looks good, excellent choreography and fight scenes.But the writing is just poorly done. Confusing, slow, nonsensical, and they're just trampling all over established canon lore. Which should have been easily enough incorporated with what the show is trying to do (although at this point I'm confused on what the show IS trying to do.)I'm sure that if this series keeps going, they will ""attempt"" to somehow fix or shoehorn these mistakes to tie things together.But the care wasn't there in the first place obviously, so it'll just be lip service. But the damage has been done.",2.0
" Parent trap Star Wars style?
",2024-06-26,"Did Disney just spend $180 million rewriting the parent trap set in the Star Wars universe? What's next they break out in a rendition of "" Sisters "". So bad! Once again, Star Wars misses the boat on a story Centered around children. I thought this series was supposed to be a new standalone storyline that didn't relate to the original original Canon. Well, we were all duped! Same story, probably same outcome, different day, waste of my time. Disney and Star Wars should look at bringing on new talent for writing and directing. It's the same people writing the same story over and over again and filling their pockets with our money.",2.0
" Am done with this
",2024-06-26,"Foolishly, I've watched 4 episodes and looking back I can't for the life of me think why. There are some talented names attached to this both as actors and in the creative effects bringing this to life. Sadly Directing, Writing and the Acting are all dismal. This has seriously destroyed the Star Wars universe terminally. Neither the Producer or Studio execs should ever work again. The premise of twins, one good and one (maybe) evil should work but all the vertue signalling cloaks what could have been a good story. I just want to blank this from my mind and warn others DON'T WASTE YOUR TIME, GO FISHING INSTEAD. George Lucas created something magical that I've loved since the begining but with each new effort from Disney comes yet another death blow.",1.0
" Terrible writing and potentially directing. I'm done after 5 painful episodes.
",2024-06-26,"I really gave this a chance. I just watched episode 5 and it has gotten more ridiculous and confusing. Episode 3 should have been episode 1. The overall story doesn't seem terrible but the way it is being written and directed is horrendous. I'm not sure if leaving so much information out of the story is a play at hyping up the next episode, but it surely isn't working. It just makes it painful to watch instead of enjoyable and exciting. Who cleared this script?The only upside is the combat choreography. There is nothing in this story that I can relate to or sympathize with. It's all just a compound ride of confusion. There are more questions than answers after each episode. When you finally get answers they make no sense.I also heard the budget for this was pretty high but you can't really tell what the money has been spent on. This is literally Temu Star Wars, stay away unless you need to induce vomiting.",2.0
" This show proves Disney pays for positive reviews
",2024-06-26,"The acting is the worse of any star wars film.I approached Acolyte with a mixture of excitement and trepidation. The idea of exploring the dark side in more depth, specifically through the lens of the Sith and their acolytes, promised a fresh take on a familiar universe. However, after watching the first five episodes, I am left more than a little disappointed.Firstly, the series struggles with its pacing. The narrative meanders, spending excessive time on scenes that contribute little to character development or plot advancement. For a franchise celebrated for its dynamic storytelling, Acolyte feels surprisingly stagnant. There's an overwhelming sense that the series is more concerned with setting up its next big moment rather than ensuring the current scene is engaging.Characterization, or the lack thereof, is another significant issue. The protagonists, meant to offer a nuanced look at those who align with the dark side, instead come across as one-dimensional. Their motivations are either underdeveloped or overly simplistic, making it difficult to either root for or against them. This is particularly frustrating given the series' potential to explore the complex morality and inner conflict of its characters.Visually, while the series boasts some impressive set designs and special effects that fit well within the Star Wars aesthetic, these are not enough to carry the show. The visual appeal cannot compensate for a story that lacks depth and excitement. There are a handful of good fight scenes, but unfortunately they're all followed with dialogue that feels forced and unnatural, lacking the sharpness and wit that characterizes the best of Star Wars. This not only pulls you out of the immersive experience but also diminishes the impact of the more dramatic scenes. So many scenes leave you questioning why they wrote it that way.Moreover, Acolyte seems to struggle with its identity within the larger Star Wars lore. It attempts to introduce new elements and expand on the universe's mythology, but these often clash with established facts, creating a disjointed feeling that may alienate hardcore fans. The series occasionally borders on retconning key aspects of what many cherish about the lore, which could be seen as a disservice to the intricate world George Lucas created.Star Wars: Acolyte so far fails to live up to the high standards of its predecessors. Despite its ambitious premise and the potential to delve into the darker corners of the Force, it falters in execution. I don't believe even future episodes can correct course and fulfill the promise of its premise. Acolyte is a stark reminder that even the most beloved franchises are not immune to faltering steps. If you didn't already know before this series, positive reviews can be bought. Currently an 85% on RT LMAO. Exposed.",2.0
" Cringe enough
",2024-06-26,"This is a total success if the purpose of this is to hate KK. Please disney, you gonna loose millions, no one wants this or ask for. Only a mind full of hate and resentment can do things like this. They need professional help. Seriously.Give back to Lucas the total control, dave and jon.They are truly fans of star wars, they create from love, knowledge and pasion.This is created from hate and damaged minds and the results are sad for everyone.I was especting nothng from the acolyte and nothing good came from it, millons of fans are disappointed and started to hate disney for every mistake they are doing.Please stop it.",1.0
" Political preaching getting in way of enjoyment
",2024-06-26,"The show is getting a lot of hate. There are lots of reasons not to like something, but the political history of the director and Disney have caused many fans to hate it when they saw the smallest political hints. Nothing wrong with a little diversity, but when a political group you don't agree with does REALLY OBVIOUS preaching, it causes some to freak out. It's not female or racial hate, plenty of examples of SW fans liking females and minorities, it's preaching. No difference than the other side freaking out if the show preached Jesus. Disney over-corrected the copied storyline of Force Awakens, and over-corrected the backlash against the Last Jedi, but they can't see the obvious problem right in front of their face. Disney used to be the best family friendly, religion friendly media on the planet. Now they are far from.And some plot points make no sense. Ki-Adi-Mundi clearly said the Sith have been extinct for a millennia. Mae convinced a Jedi to take poison way too easily. The witches (""we don't need no man to make a baby!"") were cringy, preachy and took the special-ness from Anakin. A fire in a concrete building should not have caused everybody to die, or caused so much Jedi grief. But on the other hand the overall story is decent, Master Sol, the tracker beaver, and the music are good.",5.0
" Darn
",2024-06-26,"So many flaws and holes without being aligned to Star Wars basics. And sheesh the script is so bad that the actors dialogues are brutal. Still watch for the love of the Star Wars universe clinging with hope it will improve. With episode 5 watched thankfully there was a lightsaber battle with good choreography, but that is the only good thing. There is potential, and no shade on the sound effects or the visual effects produced but the acting has not been even decent which is set up with the poorly written plot and dialogue. I do not expect the end of the season to be much better nor a season 2. Even the new movies are bearable but this spin off show is not worth the watch.",2.0
" The Sith have been extinct for a. millennium."" - Ki-Adi-Mundi (Star Wars: The Phantom. Menace)
",2024-06-26,I mean... I mean.... really like!At this point I'm just watching because I have caught up with everything else and I guess because i love pain too... lol! Also I'm going to continue watching because I love pain and I don't like to leave anything unfinished even if its this bad. But this is just really really bad... from the writing to the acting. And also Disney does what Disney does... I'll stick to Timothy Zahn books for now. I think AI has a better chance of writing something better than these clowns at Disney... but oh well unless someone has 65 million dollars laying around to take this franchise from Disney and save it... I have lost hope.,1.0
" TRASH... I'd rather watch The Last Jedi a Million times
",2024-06-26,"Disney's newest show, *The Acolyte*, is unfortunately the worst Star Wars installment to date. The writing is dismal, filled with plot holes and dialogue that feels forced and uninspired. The choreography is cringeworthy, with fight scenes that lack any sense of fluidity and have been clearly ""sped up"". Terrible. This show fails to capture the essence of the Star Wars universe, leaving fans disappointed and frustrated. Kathleen Kennedy, the producer, should be held accountable for this disaster. Her oversight has resulted in a product that tarnishes the beloved franchise, and it might be time for a change in leadership.",1.0
" It gets better
",2024-06-26,"Hated episode 1, average story, really stuggles, episode 2 got a bit better but then was let down again by 3.Acting is ok, but you get the feel they struggled to get into their role, not because of the actors, but I think because their roles were not that great to begin with. Sets & special effects on the other hand are top notch.After that, if you can forget all the bad implausable story stuff that got you to where you are in 1 to 3, from episode 4 it actually starts to get rather good, which is why I'm giving this generously good rating. I see lots of people giving it a 1, yet it's already way better than Ashoka. It doesn't deserve a 1.It's never going to be Andor, but maybe given a chance, it might catch up to Mando.Maybe.",8.0
" THIS SERIE IS GOOD NOT SO BAD AS THE FAN RATINGS
",2024-06-26,"I don't really understand the bad ratings except for the nerdy fan complains about leaving the true path of stars wars but i didn't think about that i just watch it and enjoy it. I have been there from the beginning of star wars and enjoyed the most movies and series but i don't feel the need to be an analyzing complaining nerd and only looked at this show as the good entertainment it is, good acting and god actors overall excellent performed and a good story with nice cinematic works and sci-fi effects so i like it as it is without judging it as a stray from the true path of star wars and see forward to the next episode.",8.0
" Watch first - then rate! Best new SW show since Mando
",2024-06-26,"I do NOT understand all the hate for this show. The characters are new and interesting (but also *gasp* mainly females and POC's), the fight scenes are really well done. The character development is good so far, and I'm loving the new and different story line! Amandla Stenberg does an amazing job with Osha/Mae. They really do an amazing job pulling you in. Jason Mendoza (Manny Jacinto) and Lee Jung-Jae really bring the action and suspense. Some of the Star Wars shows have been a bit lack lustre lately, but this show takes the cake. Looking forward to more episodes and another season (as long as people STOP DOWN VOTING). Give it a chance!",10.0
